ID;Edad;Estado_civil;Genero;Zona_geografica;Ingreso;Numero_entidades_sbs;Tenencia_Saldo_rcc;Tenencia_prestamos_rcc;Tenencia_hipotecario_rcc;Saldo_tc_rcc;Saldo_prestamo_rcc;Saldo_hipotecario_rcc;deuda_rcc;Tenencia_TC_rcc;Nro_bancos_tc_saldo;Cantidad_productos_rcc;Nro_bancos_pld;Nro_productos_activo_E1;Nro_productos_activo_E2;Nro_productos_activo_E3;Nro_productos_activo_E4;Nro_productos_activo_rcc;Antiguedad_cliente;Tenencia_ahorros;Tenencia_cts;Tenencia_depo_plazo;Tenencia_FFMM;Saldo_vehicular_prom;Saldo_hipot_prom;Flg_transacc_atm_3m;Flg_transacc_ventanilla_3m;Flg_transacc_bca_internet_3m;Flg_transacc_bca_telef_3m;Flg_ph;Antiguedad_ph;Antiguedad_ahorros;Antiguedad_depo_plazo;Antiguedad_cts;Antiguedad_pasivos;Nro_productos_pasivos;Antiguedad_pld;Antiguedad_activos;Nro_meses_rcc;Tenencia_ahorros_6m;Tenencia_depo_plazo_6m;Tenencia_cts_6m;Tenencia_FFMM_6m;Nro_meses_visitaOficina_5M;cant_vecesvisitaoficina_5m;Target_mora
5810;62;Casado;Masculino;CENTRO;3000;1;1;1;0;0;0;0;0;1;1;2;1;2;0;0;0;2;281;1;1;1;0;0;0;0;1;1;1;0;0;281;49;171;281;3;34;34;99;1;1;1;1;4;4;SIN ATRASO
5811;44;Casado;Masculino;LIMA MODERNA;9500;6;1;0;0;0;0;0;0;1;6;2;0;0;1;2;0;2;245;1;0;0;0;0;0;0;1;0;0;0;0;238;0;0;238;1;0;0;96;1;0;0;0;1;1;SIN ATRASO
5812;40;Soltero;Femenino;LIMA ESTE;5000;5;1;1;0;0;0;0;0;1;4;2;1;0;0;1;0;2;130;1;1;0;0;0;0;1;1;0;0;1;39;14;0;9;14;2;0;0;96;1;0;1;0;3;3;SIN ATRASO
5813;48;Soltero;Femenino;SUR;1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;1;0;0;0;0;0;1;1;0;0;0;0;32;0;0;32;1;0;0;96;1;0;0;0;3;4;SIN ATRASO
5814;74;Casado;Masculino;ORIENTE;1000;4;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;79;1;0;0;0;0;0;0;1;0;0;0;0;78;0;0;78;1;0;0;98;1;0;0;0;3;6;SIN ATRASO
5815;45;Soltero;Masculino;LIMA MODERNA;8000;1;1;1;1;0;0;0;0;1;1;3;1;0;3;0;0;3;122;1;0;0;0;0;0;1;1;1;0;1;60;60;0;0;60;1;0;0;84;1;0;0;1;4;5;SIN ATRASO
5816;43;Casado;Femenino;LIMA ESTE;1500;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;158;1;0;0;0;0;0;0;1;0;0;0;0;14;0;0;14;1;0;0;97;1;0;1;1;2;3;SIN ATRASO
5817;61;Casado;Masculino;LIMA NORTE;2000;5;1;0;0;0;0;0;0;1;5;1;0;0;0;0;0;1;66;1;0;0;0;0;0;1;1;0;0;0;0;66;0;0;66;1;0;0;95;1;0;0;0;1;1;SIN ATRASO
5818;49;Casado;Masculino;LIMA MODERNA;4500;4;1;1;1;0;0;0;0;1;2;4;1;0;2;0;1;4;223;1;1;0;0;0;0;1;1;0;0;1;47;52;0;13;52;2;0;0;95;1;0;1;0;5;10;SIN ATRASO
5819;45;Casado;Masculino;ORIENTE;1500;3;1;1;1;0;0;0;0;1;3;3;1;3;0;0;0;3;200;1;0;0;0;0;0;0;1;1;1;0;0;155;0;0;155;1;15;39;97;1;0;0;0;5;11;SIN ATRASO
5820;56;Soltero;Masculino;ORIENTE;500;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;1;0;0;0;0;0;0;1;0;0;0;0;43;0;0;43;1;0;0;99;1;0;0;0;5;11;SIN ATRASO
5821;36;Casado;Femenino;LIMA CENTRO;8500;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;167;1;0;0;0;0;0;1;0;1;0;1;75;81;0;0;81;1;0;0;50;1;0;1;0;0;0;SIN ATRASO
5822;39;Casado;Femenino;CENTRO;1000;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;1;0;0;1;0;0;0;0;0;0;0;0;80;0;0;80;1;0;0;75;1;0;0;1;0;0;SIN ATRASO
5823;39;Casado;Masculino;LIMA MODERNA;500;6;1;1;1;0;0;0;0;1;5;2;0;1;0;1;2;2;134;1;0;0;0;0;0;0;0;1;0;0;0;43;0;0;43;1;9;11;98;1;0;0;0;2;2;SIN ATRASO
5824;50;Casado;Masculino;LIMA MODERNA;5500;2;1;0;1;0;0;0;0;1;2;2;0;0;2;0;1;2;239;1;0;0;0;0;0;1;0;0;0;1;69;95;0;0;95;1;0;0;96;1;0;0;0;0;0;SIN ATRASO
5825;45;Soltero;Masculino;CALLAO;7500;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;173;1;0;1;0;0;0;1;1;1;0;1;72;173;6;0;173;2;0;0;96;1;1;0;0;2;2;SIN ATRASO
5826;37;Casado;Masculino;LIMA MODERNA;6000;4;1;1;1;0;0;0;0;1;4;3;1;2;2;1;1;3;213;1;0;1;0;0;0;1;1;1;1;0;0;49;129;0;129;2;0;100;97;1;1;1;0;3;4;CON ATRASO
5827;48;Casado;Femenino;LIMA MODERNA;1000;3;1;0;1;0;0;0;0;1;3;2;0;1;2;0;0;2;135;1;0;0;0;0;0;0;1;0;0;0;0;61;0;0;61;1;0;0;97;1;0;0;1;5;12;SIN ATRASO
5828;62;Soltero;Masculino;LIMA MODERNA;500;5;1;1;1;0;0;0;0;1;4;3;2;3;1;0;0;3;230;1;1;0;0;0;0;1;1;1;0;0;0;68;0;171;171;2;26;26;85;1;0;1;0;5;5;SIN ATRASO
5829;42;Casado;Masculino;SUR;4000;5;1;1;0;0;0;0;0;1;5;2;1;0;2;1;0;2;160;1;0;0;0;0;0;1;1;1;0;0;0;107;0;0;107;1;0;0;95;1;0;1;0;1;1;SIN ATRASO
5830;40;Casado;Femenino;CENTRO;4000;3;1;1;0;0;0;0;0;1;2;2;1;1;0;0;1;2;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;SIN ATRASO
5831;65;Casado;Femenino;LIMA NORTE;6500;5;1;0;0;0;0;0;0;1;5;1;0;1;0;0;1;1;204;1;0;0;0;0;0;1;1;0;0;0;0;72;0;0;72;1;0;0;95;1;0;0;0;2;2;SIN ATRASO
5832;40;Soltero;Femenino;NORTE;6000;3;1;0;1;0;0;0;0;1;2;2;0;1;0;0;1;2;105;0;0;0;0;0;0;0;1;0;0;0;0;105;0;0;105;1;0;104;96;0;0;0;0;3;4;SIN ATRASO
5833;53;Soltero;Femenino;LIMA MODERNA;3500;7;1;0;0;0;0;0;0;1;7;1;0;1;1;1;0;1;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;0;0;0;0;0;0;SIN ATRASO
5834;58;Casado;Masculino;LIMA MODERNA;500;2;1;0;0;0;0;0;0;1;2;1;0;1;0;0;0;1;23;1;0;0;1;0;0;0;1;0;0;0;0;23;0;0;23;1;0;0;98;1;0;0;1;5;53;SIN ATRASO
5835;55;Soltero;Femenino;LIMA MODERNA;500;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;185;1;0;0;0;0;0;0;0;0;0;0;0;25;0;0;25;1;0;0;87;1;0;0;0;0;0;SIN ATRASO
5836;44;Casado;Femenino;LIMA MODERNA;500;5;1;0;0;0;0;0;0;1;5;1;0;0;1;0;1;1;242;1;0;0;0;0;0;0;0;0;0;0;0;72;0;0;72;1;0;0;99;1;0;0;1;0;0;SIN ATRASO
5837;71;Casado;Masculino;LIMA SUR;28500;5;1;1;1;0;0;0;0;1;5;3;1;2;0;0;3;3;231;1;0;0;0;0;0;0;1;0;1;0;0;5;0;0;5;1;0;5;99;1;0;0;0;4;4;SIN ATRASO
5838;46;Casado;Masculino;SUR;4500;5;1;0;0;0;0;0;0;1;5;1;0;1;0;0;1;1;224;0;1;0;1;0;0;0;0;0;0;0;0;107;0;66;107;2;0;0;97;1;1;1;1;0;0;SIN ATRASO
5839;63;Casado;Masculino;ORIENTE;15500;5;1;1;0;0;0;0;0;1;3;2;2;1;1;2;0;2;231;1;0;0;0;0;0;1;1;0;1;0;0;35;0;0;35;1;0;0;73;1;0;0;0;4;7;SIN ATRASO
5840;32;Soltero;Masculino;CALLAO;7500;5;1;1;0;0;0;0;0;1;5;2;2;1;2;0;2;2;145;1;0;0;0;0;0;1;1;1;1;0;0;32;0;0;32;1;0;0;37;1;0;0;0;4;6;SIN ATRASO
5841;59;Casado;Masculino;LIMA MODERNA;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;218;0;1;0;0;0;0;0;0;0;0;0;0;128;0;123;128;2;0;0;62;1;0;1;0;0;0;SIN ATRASO
5842;44;Casado;Masculino;LIMA PROVINCIA;17000;1;0;0;1;0;0;0;0;1;1;2;0;2;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;171;171;0;171;2;0;50;99;1;1;0;0;5;14;SIN ATRASO
5843;39;Soltero;Femenino;LIMA MODERNA;3500;5;1;0;0;0;0;0;0;1;5;1;0;1;1;1;0;1;189;1;1;0;0;0;0;0;1;1;0;0;0;154;0;34;154;2;0;0;87;1;0;1;1;2;2;SIN ATRASO
5844;55;Casado;Masculino;LIMA CENTRO;2000;4;0;0;0;0;0;0;0;1;3;1;0;1;0;0;0;1;191;0;0;0;0;0;0;0;0;0;0;0;0;146;0;0;146;1;0;0;98;0;0;0;0;1;1;SIN ATRASO
5845;38;Casado;Masculino;LIMA MODERNA;10000;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;66;1;0;0;0;0;0;1;1;1;0;0;0;66;0;0;66;1;0;0;48;1;0;0;0;4;6;SIN ATRASO
5846;77;Soltero;Masculino;LIMA PROVINCIA;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;SIN ATRASO
5847;31;Soltero;Masculino;SUR;1500;4;1;1;0;0;0;0;0;1;4;2;1;0;0;1;1;2;135;1;0;0;1;0;0;1;1;1;0;1;0;68;0;0;68;1;0;0;50;1;1;0;1;2;2;SIN ATRASO
5848;73;Casado;Masculino;LIMA MODERNA;500;2;1;0;0;0;0;0;0;1;2;1;0;0;0;0;1;1;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;0;0;SIN ATRASO
5849;58;Soltero;Masculino;CENTRO;4500;4;1;0;0;0;0;0;0;1;4;1;0;0;0;1;1;1;320;0;0;0;0;0;0;0;0;0;0;0;0;102;0;0;102;1;0;0;98;0;0;0;0;0;0;SIN ATRASO
5850;59;Casado;Masculino;SUR;3500;7;1;0;1;0;0;0;0;1;7;2;0;1;0;1;2;2;228;1;0;0;0;0;0;0;1;0;0;0;0;22;0;0;22;1;0;0;96;1;0;0;0;5;12;SIN ATRASO
5851;52;Soltero;Femenino;LIMA CENTRO;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;4;SIN ATRASO
5852;41;Casado;Masculino;LIMA NORTE;6000;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;35;1;0;0;1;0;0;0;0;0;0;0;0;3;0;0;3;1;0;0;60;1;0;1;1;1;2;SIN ATRASO
5853;55;Soltero;Femenino;LIMA CENTRO;2500;2;1;1;0;0;0;0;0;1;2;2;1;0;0;2;0;2;187;0;0;0;0;0;0;0;0;0;0;0;0;89;0;0;89;1;0;0;98;0;0;0;0;0;0;SIN ATRASO
5854;70;Casado;Masculino;LIMA NORTE;500;4;1;0;0;0;0;0;0;1;4;1;0;0;0;1;0;1;229;1;0;0;1;0;0;0;0;0;0;0;0;109;0;0;109;1;0;0;99;1;1;0;1;0;0;SIN ATRASO
5855;65;Casado;Masculino;LIMA MODERNA;2000;4;1;1;0;0;0;0;0;1;4;2;1;0;1;0;0;2;227;1;1;0;0;0;0;0;1;0;0;0;0;22;0;13;22;2;0;0;95;1;1;1;0;1;1;SIN ATRASO
5856;60;Casado;Masculino;LIMA MODERNA;6500;6;1;0;1;0;0;0;0;1;6;2;0;1;2;1;0;2;113;1;0;0;0;0;0;0;1;0;0;0;0;74;0;0;74;1;0;0;99;1;0;0;0;3;3;SIN ATRASO
5857;42;Soltero;Femenino;LIMA NORTE;8000;4;1;0;0;0;0;0;0;1;4;1;0;1;0;0;1;1;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;1;2;SIN ATRASO
5858;46;Casado;Masculino;LIMA MODERNA;500;5;1;1;1;1052;0;0;0;1;5;4;2;4;4;0;1;4;208;1;0;0;0;36733;0;0;1;0;0;0;0;208;0;0;208;1;31;31;99;1;1;0;0;4;5;CON ATRASO
5859;42;Soltero;Masculino;NORTE;1500;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;35;1;0;0;1;0;0;0;0;0;0;0;0;35;0;0;35;1;0;0;95;1;0;0;1;0;0;SIN ATRASO
5860;43;Soltero;Femenino;LIMA MODERNA;14500;3;1;1;0;0;0;0;0;1;3;2;1;1;1;0;2;2;102;1;0;0;0;0;0;1;1;1;1;0;0;70;0;0;70;1;0;0;96;1;0;0;0;1;1;SIN ATRASO
5861;74;Casado;Femenino;LIMA SUR;500;3;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;215;1;0;0;1;0;0;0;0;0;0;0;0;44;0;0;44;1;0;0;86;1;0;0;1;0;0;SIN ATRASO
5862;52;Soltero;Masculino;NORTE;7500;8;1;0;1;0;0;0;0;1;8;2;0;2;1;1;1;2;274;1;0;0;0;0;47776;0;1;0;0;0;0;125;0;0;125;1;0;126;98;1;0;0;0;1;1;CON ATRASO
5863;40;Soltero;Masculino;LIMA MODERNA;7000;3;1;0;1;0;0;0;0;1;2;2;0;1;1;0;0;2;49;1;0;0;1;0;0;0;1;0;0;0;0;49;0;0;49;1;0;48;96;1;0;0;1;1;1;SIN ATRASO
5864;57;Casado;Masculino;LIMA MODERNA;11000;6;1;0;1;0;0;0;0;1;5;2;0;1;0;1;1;2;168;1;0;0;0;0;0;0;1;1;1;0;0;104;0;0;104;1;0;0;98;1;0;1;1;1;1;SIN ATRASO
5865;64;Casado;Masculino;CENTRO;500;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;202;1;0;1;1;0;0;0;1;0;0;0;0;103;159;0;159;2;0;0;59;1;1;0;1;3;3;SIN ATRASO
5866;53;Casado;Masculino;SUR;13000;4;1;0;0;0;0;0;0;1;4;1;0;1;0;1;1;1;60;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;1;1;SIN ATRASO
5867;51;Casado;Masculino;CENTRO;500;1;1;0;1;0;0;0;0;1;1;1;0;0;0;0;1;1;159;1;0;0;0;0;0;1;1;0;0;0;0;105;0;0;105;1;0;31;61;1;0;0;1;5;8;SIN ATRASO
5868;33;Soltero;Masculino;LIMA MODERNA;2500;2;1;0;0;0;0;0;0;1;2;1;0;0;0;0;1;1;103;1;0;0;0;0;0;1;0;0;0;0;0;27;0;0;27;1;0;0;50;1;0;0;0;1;1;SIN ATRASO
5869;46;Casado;Masculino;LIMA MODERNA;4000;5;1;0;1;0;0;0;0;1;4;2;0;1;0;0;1;2;221;1;0;0;0;0;0;1;1;1;0;0;0;221;0;0;221;1;0;0;97;1;0;1;0;3;3;SIN ATRASO
5870;59;Soltero;Femenino;SUR;500;2;0;0;1;0;0;0;0;1;1;2;0;1;1;0;0;2;77;1;0;0;0;0;0;0;0;0;0;0;0;77;0;0;77;1;0;0;51;1;0;0;0;0;0;SIN ATRASO
5871;39;Casado;Femenino;LIMA MODERNA;3000;2;1;0;1;0;0;0;0;1;1;2;0;1;0;0;1;2;242;0;0;0;0;0;0;0;1;0;1;0;0;55;0;0;55;1;0;55;97;0;0;0;0;3;3;SIN ATRASO
5872;51;Soltero;Masculino;LIMA CENTRO;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;1;0;0;1;0;0;0;1;0;0;0;0;30;0;0;30;1;0;0;87;1;1;0;1;4;9;SIN ATRASO
5873;63;Casado;Masculino;LIMA MODERNA;46500;3;0;0;1;0;0;0;0;1;1;2;0;1;0;0;0;2;228;1;0;0;0;0;0;0;0;0;0;0;0;37;0;0;37;1;0;34;73;1;0;0;0;0;0;SIN ATRASO
5874;46;Soltero;Femenino;LIMA MODERNA;2500;7;1;0;0;0;0;0;0;1;7;1;0;1;1;1;0;1;120;1;0;0;0;0;0;0;1;0;0;0;0;29;0;0;29;1;0;0;97;1;0;0;0;3;3;SIN ATRASO
5875;43;Casado;Masculino;LIMA MODERNA;48000;3;1;0;1;0;0;0;0;1;3;2;0;0;2;0;1;2;282;1;1;0;0;0;0;0;0;0;0;0;0;34;0;15;34;2;0;0;16;1;0;1;0;0;0;SIN ATRASO
5876;65;Casado;Masculino;NORTE;10000;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;104;1;0;1;0;0;0;0;1;1;0;0;0;65;54;0;65;2;0;0;49;1;1;0;0;1;1;SIN ATRASO
5877;49;Casado;Masculino;LIMA MODERNA;10500;6;1;0;0;0;0;0;0;1;6;1;0;1;0;1;1;1;234;1;0;0;0;0;0;1;1;1;1;1;72;78;0;0;78;1;0;0;96;1;0;0;0;3;4;SIN ATRASO
5878;48;Casado;Masculino;NORTE;1500;5;1;0;1;0;0;0;0;1;5;1;0;1;0;0;1;1;138;1;0;0;0;0;0;0;1;0;0;0;0;73;0;0;73;1;0;72;60;1;0;0;1;3;4;SIN ATRASO
5879;51;Casado;Masculino;LIMA MODERNA;15500;1;1;1;0;0;0;0;0;1;1;3;1;3;0;0;0;3;344;1;0;0;0;0;0;0;1;1;0;0;0;57;0;0;57;1;57;57;0;1;0;0;0;4;10;CON ATRASO
5880;62;Casado;Masculino;CENTRO;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;1;0;0;0;0;0;0;0;0;0;0;0;45;0;0;45;1;0;0;49;1;1;0;0;0;0;SIN ATRASO
5881;46;Casado;Masculino;SIERRA CENTRAL;8500;2;0;0;1;0;0;145;0;1;1;1;0;0;0;1;0;1;107;1;0;1;1;0;0;0;0;0;0;0;0;77;107;0;107;2;0;59;50;1;1;0;1;1;1;CON ATRASO
5882;42;Soltero;Femenino;LIMA MODERNA;3000;4;1;0;0;0;0;0;0;1;4;1;0;0;0;1;1;1;208;0;0;1;0;0;0;0;0;0;0;0;0;12;12;0;12;2;0;0;98;1;1;0;0;1;1;SIN ATRASO
5883;94;Casado;Femenino;LIMA MODERNA;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SIN ATRASO
5884;91;Casado;Femenino;LIMA MODERNA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;SIN ATRASO
5885;63;Casado;Masculino;LIMA CENTRO;12500;2;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0;1;290;1;1;0;0;0;0;0;0;0;0;0;0;112;0;151;151;2;0;0;96;1;0;1;0;0;0;SIN ATRASO
5886;55;Casado;Masculino;LIMA NORTE;8500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;SIN ATRASO
5887;53;Casado;Masculino;SUR;1000;2;1;1;1;0;0;0;0;1;1;2;1;1;0;0;1;2;95;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;2;1;0;1;96;1;0;0;0;3;6;SIN ATRASO
5888;30;Soltero;Femenino;CALLAO;10500;4;1;0;1;0;0;0;0;1;4;2;0;2;0;1;1;2;6;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;6;1;0;6;44;1;0;0;0;0;0;SIN ATRASO
5889;50;Soltero;Femenino;ORIENTE;4500;6;1;1;0;0;0;0;0;1;4;2;1;1;1;1;1;2;211;1;0;0;0;0;0;0;1;0;0;0;0;70;0;0;70;1;0;0;97;1;0;0;0;4;14;SIN ATRASO
5890;53;Soltero;Masculino;LIMA MODERNA;3500;3;1;0;0;0;0;0;0;1;3;1;0;1;0;1;0;1;213;1;0;0;0;0;0;0;1;0;0;0;0;82;0;0;82;1;0;0;95;1;0;1;0;1;1;SIN ATRASO
5891;46;Casado;Masculino;LIMA MODERNA;11000;6;1;1;1;0;0;0;0;1;4;4;1;0;0;0;3;4;157;1;0;0;0;0;0;0;0;0;0;0;0;79;0;0;79;1;0;0;98;1;0;0;0;0;0;SIN ATRASO
5892;43;Casado;Masculino;LIMA MODERNA;13000;2;0;0;1;0;0;0;0;1;2;2;0;2;0;0;0;2;108;1;0;0;0;0;0;1;1;0;0;1;51;108;0;0;108;1;0;106;95;1;0;0;0;4;8;SIN ATRASO
5893;53;Soltero;Masculino;ORIENTE;500;4;1;0;0;0;0;0;0;1;2;1;0;0;0;1;1;1;74;1;0;0;1;0;0;0;1;0;0;0;0;74;23;0;74;2;0;0;84;1;1;0;1;3;3;SIN ATRASO
5894;50;Casado;Masculino;LIMA MODERNA;2000;3;1;0;0;0;0;0;0;1;3;1;0;0;0;0;0;1;73;1;0;0;0;0;0;1;1;0;0;0;0;9;0;0;9;1;0;0;96;1;0;0;0;3;4;SIN ATRASO
5895;44;Casado;Masculino;LIMA MODERNA;13000;2;1;1;0;0;0;0;0;1;2;2;1;1;2;0;0;2;224;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;1;1;SIN ATRASO
5896;55;Casado;Masculino;SUR;1500;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;1;0;0;0;0;0;0;1;0;0;0;0;13;0;0;13;1;0;0;97;1;0;0;0;1;1;SIN ATRASO
5897;36;Casado;Masculino;LIMA MODERNA;6000;3;1;0;1;0;0;0;0;1;2;2;0;1;0;1;0;2;224;1;0;0;0;0;204450;0;0;1;0;0;0;15;0;0;15;1;0;13;99;1;0;0;0;0;0;SIN ATRASO
5898;56;Soltero;Masculino;NORTE;5000;5;1;0;0;0;0;0;0;1;5;1;0;0;1;0;1;1;275;1;0;0;0;0;0;1;1;1;0;0;0;109;0;0;109;1;0;0;97;1;1;0;1;5;12;SIN ATRASO
5899;65;Casado;Masculino;SUR;8000;5;1;0;0;0;0;0;0;1;5;1;0;1;0;1;1;1;260;1;0;0;0;0;39572;0;1;1;0;1;1;246;0;0;246;1;0;0;59;1;0;0;1;4;7;SIN ATRASO
5900;52;Casado;Masculino;LIMA MODERNA;10500;3;1;0;0;0;0;0;0;1;3;1;0;1;0;1;1;1;191;1;1;0;0;0;0;0;1;0;0;0;0;89;0;89;89;2;0;0;99;1;0;1;0;4;4;SIN ATRASO
5901;49;Soltero;Masculino;LIMA CENTRO;4500;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;223;1;0;0;0;0;0;0;0;0;0;0;0;211;0;0;211;1;0;0;28;1;0;0;0;0;0;SIN ATRASO
5902;65;Soltero;Femenino;LIMA MODERNA;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;266;1;0;1;0;0;0;1;0;0;0;0;0;266;219;0;266;2;0;0;35;1;1;0;0;0;0;SIN ATRASO
5903;32;Soltero;Femenino;LIMA SUR;3000;1;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;65;1;0;0;0;0;0;0;1;0;0;0;0;63;0;0;63;1;0;0;75;1;0;1;1;3;4;SIN ATRASO
5904;68;Casado;Masculino;LIMA MODERNA;2500;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;156;1;0;0;0;0;0;0;0;0;0;0;0;36;0;0;36;1;0;0;29;1;0;0;0;0;0;SIN ATRASO
5905;45;Soltero;Masculino;LIMA CENTRO;500;1;0;1;1;0;229;319;0;0;0;0;0;0;0;0;0;0;59;1;0;0;0;0;0;0;1;0;0;0;0;48;0;0;48;1;44;48;47;1;0;0;0;5;14;CON ATRASO
5906;55;Soltero;Femenino;NORTE;500;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;79;1;0;0;1;0;0;0;1;0;0;0;0;79;0;0;79;1;0;0;26;1;0;0;1;4;6;SIN ATRASO
5907;87;Casado;Femenino;LIMA MODERNA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;SIN ATRASO
5908;29;Soltero;Masculino;NORTE;5500;6;1;1;0;0;0;0;0;1;6;3;1;1;2;1;1;3;99;1;0;0;0;0;0;0;1;1;1;0;0;99;0;0;99;1;0;0;63;1;0;0;0;3;3;CON ATRASO
5909;70;Soltero;Femenino;LIMA ESTE;2500;6;1;0;0;0;0;0;0;1;6;1;0;1;1;1;0;1;93;1;0;1;0;0;0;0;1;0;0;0;0;93;81;0;93;2;0;0;96;1;1;0;0;2;2;SIN ATRASO
5910;72;Soltero;Masculino;LIMA MODERNA;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238;1;0;0;0;0;0;1;1;0;0;0;0;238;0;0;238;1;0;0;84;1;1;0;0;1;1;SIN ATRASO
5911;36;Soltero;Masculino;LIMA NORTE;8500;5;1;1;0;0;0;0;0;1;5;2;1;1;1;1;2;2;144;0;0;0;0;0;0;1;1;1;1;0;0;144;0;0;144;1;0;0;95;1;0;0;1;3;3;SIN ATRASO
5912;74;Soltero;Femenino;CENTRO;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227;1;0;0;1;0;0;0;0;0;0;0;0;16;0;0;16;1;0;0;95;1;0;0;1;0;0;SIN ATRASO
5913;56;Casado;Masculino;LIMA MODERNA;500;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;229;1;0;0;0;0;0;1;1;0;0;0;0;79;0;0;79;1;0;0;97;1;0;0;0;5;12;SIN ATRASO
5914;84;Casado;Femenino;LIMA MODERNA;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;242;1;0;1;0;0;0;0;0;0;0;0;0;52;27;0;52;2;0;0;98;1;1;0;0;0;0;SIN ATRASO
5915;70;Casado;Masculino;LIMA MODERNA;2500;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0;0;0;SIN ATRASO
5916;69;Casado;Masculino;LIMA NORTE;9000;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;304;1;0;0;0;0;0;1;0;0;0;1;74;304;0;0;304;1;0;0;98;1;1;0;0;0;0;SIN ATRASO
5917;71;Casado;Masculino;NORTE;500;4;1;0;1;0;0;0;0;1;4;2;0;1;2;0;0;2;179;1;0;0;0;0;0;0;0;0;0;0;0;41;0;0;41;1;0;0;95;1;0;0;0;1;1;SIN ATRASO
5918;39;Casado;Masculino;LIMA NORTE;3000;2;1;0;0;0;0;0;0;1;2;1;0;0;0;1;0;1;31;1;0;0;0;0;0;1;0;0;0;0;0;31;0;0;31;1;0;0;47;1;0;1;0;0;0;SIN ATRASO
